USERID,BIRTHYEAR,SEX,DEPT,OCCUPATION,CODE01,REDR_TYPE_NAME
adb030545f879694f2ebce1da60676f7,1997.0,女,人文与传播学院,新闻与传播,2020,研究生
8a873a15510b89561ca0d386cf01dc39,1998.0,男,高等职业技术学院,财务管理,2019,本科生
ad5bcd3f41a614c61786b366419fd059,1996.0,男,金融学院,金融工程,2019,研究生
99e6f016ecb94386dfdb957270edd3d1,1997.0,男,投资工程管理学院,工程管理,2015,本科生
9cb347bfa435bd67bb741b36a801ef6a,1998.0,男,国际商学院,会计学(国际商学院专业),2016,本科生
3e688c395769c98fb3929fef812550e3,,男,其他,,2020,离退休
34a3aa683329c53242312260a513e86c,1998.0,女,萨里国际学院,旅游管理(休闲与服务管理方向),2015,本科生
21725cac31297a9d25354233390f0151,2000.0,女,国际商学院,会计学(与澳大利亚科廷大学合作办学项目),2018,本科生
a0f0fc5d258b69bb5a1e5c8c31e502bb,2001.0,女,国际商学院,金融学,2019,本科生
5ba238878ba00af46add4582f1b1c8ae,1998.0,女,会计学院,会计学,2020,研究生
85968b37557c8db9c2405ca88694f8a1,1995.0,男,统计学院,应用统计,2019,研究生
70e3721e768ab01373a780a3fd778c1b,1997.0,女,财政税务学院,税务,2020,研究生
7be2b36c4efb3f1182213ce9cf981a0c,2000.0,女,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2018,本科生
c4269f0b02965f506b9461afe9be108b,1996.0,女,公共管理学院,行政管理,2019,研究生
7e1d1b8c46014e3ac2f46835e7cc71c3,2002.0,女,会计学院,工商管类(含会计学、财务管理和资产评估),2020,本科生
03f5ef6009bf2d7d4cb76f8bc5522dd8,2002.0,女,经济学院,经济学,2020,本科生
2f741ce559a77649967a275211fac7c6,2003.0,女,经济学院,经济学,2020,本科生
4aaf7635b823e41fd8007fae7c31d7ef,1997.0,女,公共管理学院,行政管理,2019,研究生
9d44661ec3c31620180864dd8a9e5769,2000.0,女,萨里国际学院,工商管理(萨里国际学院专业),2018,本科生
1f68cc1c986f434958031c620a34383b,1996.0,女,会计学院,会计学,2019,研究生
3991eccd93ed49f381d83bba8022841c,1998.0,女,金融学院,金融,2020,研究生
4ce48e44ae0d1bfec63ee5eca69eef8c,2001.0,女,会计学院,会计学(国际会计方向),2019,本科生
419a045063f4100dce0ca5a5989a6b41,,男,离退休人员工作处,,2006,离退休
cf8522db72c793b9bca1e4951a0f7605,1997.0,男,国际商学院,会计学,2019,本科生
5fcc5b50307a8005e66a99dbbd7b198a,1998.0,女,管理科学与工程学院,计算机科学与技术,2016,本科生
a39e87527aafdeb2a3abfd199a8764db,1997.0,女,财政税务学院,财政学,2019,研究生
25ec2695b0e5fce75e73aa8819adedb8,1996.0,女,人文与传播学院,新闻与传播,2019,研究生
63cfe84b0b9554ef8ce9f0ddf5e1ad30,2000.0,女,管理科学与工程学院,管理科学与工程类(含管理科学、信息管理与信息系统和大数据管理与应用),2019,本科生
9ddf2195f18b83de5ee67ff4a1a6508b,1996.0,女,财政税务学院,税务,2019,研究生
efa250bdbab37ab57a47389ef3af504f,1996.0,女,国际商学院,应用统计,2019,研究生
cc09b363a29b2c0dc44cc87ebb1012ea,1999.0,女,萨里国际学院,工商管理(萨里国际学院专业),2018,本科生
c78a6122580b53294f007ce262beeef7,1996.0,女,公共管理学院,行政管理,2019,研究生
c17abf058a7b78a6b9ca549db274ad83,1995.0,女,经济学院,西方经济学,2019,研究生
b71555bd761a7cf4a269c6511a6b8c61,2002.0,女,萨里国际学院,旅游管理,2019,本科生
5fba85d2a40490cea2e75432ca67594c,1997.0,女,国际经济贸易学院,国际商务,2019,研究生
88d677303551f4afceb77c38acbd2c3e,1994.0,女,应用金融与行为科学学院,金融学,2019,研究生
00520a0007df1475a46cabf5007b0a4c,2000.0,女,管理科学与工程学院,管理科学与工程类(含管理科学、信息管理与信息系统和大数据管理与应用),2018,本科生
8bce0da5dd31de55819b9493548d3976,1997.0,女,国际商学院,会计,2020,研究生
7bc05a8e2cc2f4e9e702c7b18b5e7282,2001.0,女,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2019,本科生
ec2368f7a9973f4b7a6f8119bb4ea0b1,1996.0,女,金融学院,金融,2019,研究生
7656bf7da869adbb53c4abf5ce1fef17,2000.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2019,本科生
a862b44bb408e0f91db3d6c72b0d8440,1996.0,女,财政税务学院,税务,2019,研究生
0757fe3c38ffa422e82a240e130867f4,1986.0,女,教务处,,2009,教工
66c03030456c9434cbc5a752e69234b4,1997.0,女,产业组织与企业组织研究中心,产业经济学,2019,研究生
1515ec90dc8ed8173bb5d908cbeabb57,2001.0,男,法学院,法学,2019,本科生
286130ff08aa89515e96c67980e9514a,2002.0,男,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2019,本科生
bdb29086d7f034e21a71faa58c4481e7,1998.0,女,国际经济贸易学院,国际商务,2020,研究生
61ccd42a10885d52a26a81c3c4e33b64,2002.0,女,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2020,本科生
db341f36cd07312f13cba8e480fb808d,2001.0,女,国际商学院,金融学(与英国奥斯特大学合作办学项目),2020,本科生
17e8e121c5a33e20f51510edfa7bcf9f,2000.0,男,国际商学院,金融学(国际商学院专业),2018,本科生
965bb12a21d290b379717b32b0e5d630,1999.0,女,国际商学院,金融学(国际商学院专业),2017,本科生
f1f53193fc10a6328caa9ffe4b1fb668,1996.0,女,工商管理学院,市场营销,2019,研究生
9183015eee3622a2ccbdfc536b220b95,1995.0,男,国际经济贸易学院,国际商务,2018,研究生
f5b6fa0a53e6c806f3b56cb16777bdcc,1995.0,男,经济学院,产业经济学,2018,研究生
578783cb3b29c32df8798f5a45fb0d51,2002.0,男,国际商学院,,2020,本科生
580ead991c01f55965aea091eb9aa9b0,1996.0,女,高等职业技术学院,旅游管理,2019,本科生
bd96a7a76f250b33cc916e2db39c9d84,1995.0,女,国际商务外语学院,英语笔译,2018,研究生
d6dc3ba5265d762d05fb040436900297,1996.0,女,金融学院,金融,2018,研究生
f12755595b0a707e257893ac7c93795b,1995.0,女,国际经济贸易学院,国际商务,2018,研究生
ac72675765351eb9a69cc626754b4dc7,2001.0,女,国际商学院,会计学,2019,本科生
574fe5dd20d12b3da3517c869e674541,2000.0,女,国际商务外语学院,商务英语,2019,本科生
0c8e126e6c90ce2f06a874e90c3e386b,1997.0,女,投资工程管理学院,房地产开发与管理,2015,本科生
adc7c926ce53f502d7db33efa2025a26,2001.0,女,国际商学院,,2019,本科生
32850220a6d79d9fc1788bdefe5c4843,1997.0,女,工商管理学院,企业管理,2019,研究生
f5b381fe1e9788f7743713e1c84a644a,1997.0,男,会计学院,会计学,2016,本科生
3d73bb280f17ad16a8b590f41ebee512,2000.0,女,国际商学院,,2019,本科生
c0039f4308a59f1d5c720ec0a73b35ff,1998.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2016,本科生
7c26d1c8b611685ffcd64ae15a82a6fe,2002.0,男,公共管理学院,公共管理类(含公共事业管理、行政管理和劳动与社会保障),2020,本科生
d20062ac197e06783c7c01dc647fdd42,2002.0,女,国际商学院,会计学(与澳大利亚科廷大学合作办学项目),2020,本科生
28e86183255aca3f20b807ede7d2ca09,2000.0,女,经济学院,经济学,2018,本科生
c5baa3fb0285d192e08d2a0fe2716430,1983.0,女,研究生院,工商管理,2017,研究生
78b96c2980166b3f4822685b759c3241,2001.0,女,会计学院,会计学(国际会计方向),2019,本科生
7ea6124f2a282a42cd03e663f6e9aca9,2000.0,男,萨里国际学院,工商管理(萨里国际学院专业),2018,本科生
8d2dae40aa363c8b4d7be2105c6417d7,1999.0,男,萨里国际学院,工商管理(萨里国际学院专业),2018,本科生
049e9d682646f93bbc2c646025b2e6e9,1998.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2018,本科生
5cce5de467d1145580272deb1b367728,2001.0,女,萨里国际学院,财务管理(萨里国际学院专业),2019,本科生
838d5b84251298d65baaa1c108d25081,1994.0,男,党委学生工作部,,2012,教工
07842477c10ba370532c7b3dc6ed3e2d,1999.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2018,本科生
eb7a1a2e6e90122bcaddcba6a11f5de9,2000.0,女,萨里国际学院,工商管理(萨里国际学院专业),2018,本科生
4e6f303606915d355687bc2b8bac82cb,2000.0,女,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2018,本科生
509f87255166dbda7498cbeb0e2a0945,2000.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2018,本科生
b48b0ed3e4d9f3bc31e5454dcbdc4b4b,1997.0,女,高等职业技术学院,国际经济与贸易,2019,本科生
6907518724a478c4f628fe011ef11c02,1997.0,女,高等职业技术学院,信息管理与信息系统,2019,本科生
9ebeb5b7a36e15165094d4d78b3bd777,2002.0,女,法学院,法学,2019,本科生
e9b69ad5ff6f09718850ce06e6ce8630,2001.0,女,国际商学院,会计学,2019,本科生
d5465b26a2748d2df1e265884e074894,1996.0,男,国际经济贸易学院,国际贸易学,2019,研究生
1f654473fd9bbc2606ab4ad45877486d,2001.0,女,管理科学与工程学院,管理科学与工程类(含管理科学、信息管理与信息系统和大数据管理与应用),2019,本科生
ad79fd89438101e4919316dcb32068e5,1995.0,女,管理科学与工程学院,计算机科学与技术,2019,研究生
ed58daff9e11ed3e6274965ff3fe0829,2000.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2018,本科生
55410159527e49fa053fb90e4ca7e181,1999.0,女,会计学院,会计学(国际会计方向),2019,本科生
fc6c99cd520700f550fa0ea3aa58c523,1993.0,男,国际商学院,金融,2019,研究生
179731a176f89c52a83ac02585f3c083,1997.0,女,统计学院,应用统计,2020,研究生
2199c363037983abad043b319c4038e3,1997.0,男,会计学院,会计,2019,研究生
d7b8dd2b9b1e8336cb8b7c1c32050c8b,2001.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2019,本科生
77e382c7fd1b325591039e519900034b,1997.0,女,国际商学院,应用统计,2020,研究生
75be58e64ed93ac84c759d2f6c34da60,1996.0,女,国际商务外语学院,英语笔译,2018,研究生
fca7c6c4022865215214cbed3f8e8055,2002.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2020,本科生
3da8937045f92d2eaadeda608879a673,1999.0,男,国际商学院,会计学(与澳大利亚科廷大学合作办学项目),2017,本科生
d317c30bad20cdd517089e8be976c03b,2001.0,女,经济学院,经济学,2019,本科生
81c08a8b999ba17245a6912ed205a09d,1998.0,男,高等职业技术学院,金融学,2020,本科生
7584aacd186dab37cbefe1af326704fa,1999.0,男,高等职业技术学院,金融学,2020,本科生
6aee0352e524c9c6787a622a226c9d7e,1997.0,男,高等职业技术学院,信息管理与信息系统,2020,本科生
e410944fd95b9bada5f1483fd98cacd8,1998.0,女,金融学院,保险学,2020,研究生
50a377097b7e05aa1cd6a27b344b9637,1998.0,女,金融学院,保险,2020,研究生
35d405f8fb2243310bbad748ff9a6bf1,1995.0,女,国际商务外语学院,英语笔译,2019,研究生
6aa17be7f760b4d7d6672b9be1171118,1995.0,女,金融学院,保险,2019,研究生
ac5dfa06237d1396fcc8e90415dcbbd3,1995.0,女,会计学院,资产评估,2019,研究生
e3a28ccc9bab11d7366e42fe3c80b309,2000.0,女,会计学院,工商管类(含会计学、财务管理和资产评估),2018,本科生
c5ad59476473fad9e331cf59f584c0f5,1996.0,女,国际商学院,会计,2019,研究生
901ece38b0eeb723d886960aae76a3bd,1997.0,女,会计学院,会计学,2020,研究生
365ec3a026bcceb6446fd1dbd1a19819,1994.0,女,国际商务外语学院,英语笔译,2020,研究生
ea27745cc2f3cd1bbf3d9b67889e0f6a,1999.0,男,统计学院,经济统计学,2017,本科生
20f13bed6198a689156802dc32241701,1996.0,女,统计学院,应用统计,2019,研究生
1e342aa6723fe66b339c76b2bac4af14,1996.0,女,统计学院,应用统计,2019,研究生
9af54630457ff3ae032a36b22aadff9c,1996.0,女,旅游与酒店管理学院,旅游管理,2020,研究生
7b8e67f741c7677c139ef8d14e8be35c,,,工商管理学院,工商管理,2019,本科生
fba030e837591e8d39d72fdf4f640f8b,2000.0,男,萨里国际学院,财务管理(萨里国际学院专业),2019,本科生
fd408020deab14a99ea02282ece4ef3d,1996.0,男,会计学院,会计,2019,研究生
e67ebeb94c797df676a742c3b2f8f4fc,1997.0,女,高等职业技术学院,国际经济与贸易,2019,本科生
964dda76f0231c31393642c32eb05b45,2001.0,男,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2019,本科生
fc72ad7fd944b53bc3015d365a9eace0,1984.0,男,经济学院,西方经济学,2017,研究生
d55882ce09dfeb77c2a171130525c3a5,1996.0,女,金融学院,金融学,2018,研究生
f7a67d5081d3f8871a2f3395c377e532,1986.0,男,工商管理学院,工商管理,2020,研究生
d20afb250429967c1b380b820b95b13a,2002.0,女,萨里国际学院,旅游管理(萨里国际学院专业),2020,本科生
cfb7f496dd87f6c8f2f9dcd458be4cbd,1996.0,女,金融学院,保险,2020,研究生
7aa9c7ce7668e2176bb67f529bd83fcd,1994.0,女,公共管理学院,行政管理,2019,研究生
6ccfff4550f30d3997f768d1e74a2fc2,1999.0,男,人文与传播学院,新闻传播学类(含新闻学和广告学),2019,本科生
9e267c8ee9470e807b4bf6f72f023991,1995.0,男,高等职业技术学院,信息管理与信息系统,2020,本科生
9e5dd7ef880aed35e53ecf7ada2f8bdc,1996.0,女,会计学院,会计学,2018,研究生
9e228b40f2420af406e99fe853b7b72e,1997.0,女,国际商务外语学院,外国语言学及应用语言学,2020,研究生
741f5e535d516c26064ae01e18d76889,1995.0,女,金融学院,保险,2019,研究生
7de8e095ce54fd0f872cc4c4cf728d34,1996.0,女,高等职业技术学院,财务管理,2018,本科生
2e5d5e0fa6a7de60e2b4a659916089b5,1993.0,女,会计学院,会计,2020,研究生
03f34a9ed51ed0c2c94bd4275c1ce5c4,1994.0,女,工商管理学院,企业管理,2018,研究生
3abab7c1e9e0308fdbf1ea44c51cff73,1996.0,女,法学院,法律(法学),2018,研究生
ebff5046136233e9149a2649b05d6f09,1996.0,女,国际商学院,应用统计,2019,研究生
84ba0496e7d954940baabb8a0acd5cae,2002.0,女,会计学院,工商管类(含会计学、财务管理和资产评估),2020,本科生
021cd38259b968bcac390b78e93f4ee2,2001.0,女,法学院,法学,2019,本科生
7d85048c5cf86047f37d33e8ac07233b,1988.0,女,其他,数学学院,2019,教师
b84f245b9c8241dd82d22ff14faa17a9,1998.0,男,会计学院,数学与应用数学,2019,研究生
a224c669f128e3b0ee9ff960649b9194,1996.0,女,法学院,宪法学与行政法学,2020,研究生
ec16ed071dfe672da722eddab71c2e3a,2000.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2019,本科生
679f5b563216d4d23294ca0f18e08801,2000.0,女,财政税务学院,财政学,2019,本科生
848c3aa19205b16e3f6c6432a9d61677,2000.0,女,财政税务学院,财政学类(含财政学和税收学),2019,本科生
ffeefc0fb50fcdcff8d8e563836a3d3a,1997.0,男,金融学院,金融,2019,研究生
02a19915e81ac35c816a763c45f683d5,1995.0,女,财政税务学院,税务,2020,研究生
8d89ef4fe9bc82c2c16f827cf72f75eb,1999.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2017,本科生
2564260b34e30cdc08315156d40c5c83,1997.0,女,财政税务学院,税收学,2018,研究生
7b49b678f74dbb94e8843cba7571cb69,2000.0,女,国际商学院,会计学(与澳大利亚科廷大学合作办学项目),2018,本科生
38f0d9d2067aded492c0d68b89d5722b,2002.0,女,会计学院,会计学(国际会计方向),2020,本科生
09363f6a3a8925de43a30aa1568f6af7,1996.0,女,应用金融与行为科学学院,金融学,2019,研究生
ab27566cdcdd0f48f15064a44835107c,1997.0,女,金融学院,劳动与社会保障,2019,研究生
eb2bba4d3d02fb7ba111cee49ee612dc,1996.0,男,高等职业技术学院,财务管理,2018,本科生
cf8aad5369c59a75c0fb41a8030df139,1997.0,女,金融学院,金融,2018,研究生
6d4a08dc25ed9c7d333ebaba3387e363,1999.0,男,高等职业技术学院,国际经济与贸易,2020,本科生
daa084edd28e511db4304782f3ac14f0,1995.0,男,高等职业技术学院,财务管理,2018,本科生
97b6b17f8738035896c19f2c8e795c91,2000.0,女,国际商学院,跨境教育,2018,本科生
c4bb4bc63bc6d1d181349e2f4062089f,2001.0,女,会计学院,工商管类(含会计学、财务管理和资产评估),2019,本科生
4eccae3a26071d7b3e1125aede2ef5b0,2000.0,女,管理科学与工程学院,电子商务,2019,本科生
d65ed02c0c6a3bec11e6929d7d6d61e8,1999.0,男,萨里国际学院,工商管理(跨国公司),2017,本科生
573376791e0d7ca9a9f147063bdbce1c,1995.0,女,会计学院,审计,2018,研究生
cdf78b18be930c26494e2147beb59161,1997.0,女,会计学院,会计学,2019,研究生
318308de2b33b62d5076d53f0f67ec50,1999.0,女,公共管理学院,公共管理类(含公共事业管理、行政管理和劳动与社会保障),2017,本科生
5598a4233bb7a7bd114a7cefe52f5c9a,2000.0,女,国际商学院,金融学(与英国奥斯特大学合作办学项目),2018,本科生
f16aec9f3526e7c8071791176ec7f203,1998.0,女,法学院,法律(法学),2020,研究生
d433a5c01df716299b731d6ba7688079,1994.0,女,法学院,法律(法学),2019,研究生
cf7e363d0c2017ee4400df910a5ad6de,1992.0,男,工商管理学院,工商管理,2020,研究生
1e95f71629dfe7ce3b30fb8ccb356e5b,2001.0,女,萨里国际学院,财务管理(萨里国际学院专业),2019,本科生
ecd3cad91d3b22822a91f5539dd25b7f,1995.0,女,统计学院,应用统计,2019,研究生
3827c005a303218903418b2bd36a7173,1996.0,女,统计学院,应用统计,2019,研究生
ba014e0131d6e51107891b156bef22ee,1996.0,男,会计学院,会计学,2020,本科生
f82574a459467f4b819b63e5f24afd51,1997.0,女,统计学院,统计学,2019,研究生
b770d0e369241c759456c875b41ad8d1,1996.0,女,会计学院,会计学,2018,研究生
ffcc774f1b8fe0cce8d26e9319095ad8,2000.0,女,数据科学与人工智能学院,统计学,2018,本科生
0098126130c4f55e7b6f4931daf85502,1998.0,女,统计学院,经济统计学,2019,研究生
b34ceefbe2d9d9994ce9048cc5e3c2de,1996.0,男,公共管理学院,行政管理,2020,研究生
6628add33996ed8913aac13c91b5afd3,1997.0,女,会计学院,资产评估,2018,研究生
b7aaa6c59592d76e61c3e68809c5e282,1999.0,女,会计学院,会计学,2017,本科生
b89989a8c4a7bb1959bcead90fdcd57d,1999.0,女,财政税务学院,财政学类(含财政学和税收学),2017,本科生
5bc332c4bd48a1c3c7d4cffc7aa34af0,2001.0,女,会计学院,工商管类(含会计学、财务管理和资产评估),2019,本科生
adab838132f05b28247097c3c828979c,1995.0,女,公共管理学院,行政管理,2018,研究生
3ecb9c080373cc0c3dcd08e7e40db35a,1996.0,女,工商管理学院,人力资源管理,2019,研究生
d1503451ff44b8deee23e20875201757,1998.0,女,经济学院,劳动经济学,2020,研究生
0629b387abb20727d2f0d814f105c4ef,2002.0,女,会计学院,会计学(注册会计师方向和创新人才培养实验),2020,本科生
ba12d9a7956a46533c41a31209caa02c,1998.0,女,公共管理学院,公共管理类(含公共事业管理、行政管理和劳动与社会保障),2016,本科生
395fac48935f43a064f845c6490da401,2000.0,男,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2018,本科生
e2584b1f0bd15bfa33ebd5f067476119,1997.0,女,法学院,法律(非法学),2020,研究生
c4659bc72c990e0c39b461f39f6ea0c4,2000.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2018,本科生
8bb1a754df9a889bd71cfb2af7878929,2001.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2019,本科生
cc0fc9280948194e6f0851d3f6083536,1995.0,女,工商管理学院,公司治理,2019,研究生
943ace52a6c3bceef76bf58bb40c3539,1998.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2017,本科生
038813e0b2b863e5474a7473049c33f7,2001.0,女,统计学院,经济统计学,2019,本科生
7c5b681d3876f6bb0d34b039fcc496c0,1998.0,女,国际经济贸易学院,国际贸易学,2020,研究生
1e296aa15f94a735c81beb0ba3b23a3a,1999.0,女,会计学院,会计学,2020,研究生
051d801770b13189b2ae04e8c29d95de,1996.0,女,会计学院,会计,2019,研究生
31776c470b8e677021b7d42c4bc7de7d,1998.0,女,国际商务外语学院,英语笔译,2020,研究生
03986e343bf5897d7b4d416ea1a44774,1997.0,女,国际商务外语学院,英语笔译,2020,研究生
6e968cf0262429af674225244e521298,2002.0,女,会计学院,会计学(国际会计方向),2020,本科生
81d25ec6e564a6268ff714ced5f91ec1,2002.0,女,会计学院,会计学(国际会计方向),2020,本科生
c7b4dfd7359d14601c4382c96f2c0cf8,1992.0,男,马克思主义学院,科学技术哲学,2019,研究生
0885d7e9aa679937591bec411f8979e0,1996.0,女,金融学院,金融学,2018,研究生
e94a76833719f9f56c4506fbc68cebcc,1997.0,女,法学院,经济法学,2020,研究生
1618a970651c5b41bce077d81c29c65b,1996.0,女,金融学院,金融,2020,研究生
e4df19d7cb69170ded6745586ed30dcc,2001.0,女,萨里国际学院,工商管理(萨里国际学院专业),2019,本科生
78ac396318bc9d705c65cfd8ed19a03f,1998.0,男,投资工程管理学院,管理科学与工程类(含工程管理和房地产开发与管理),2016,本科生
76aa298461bd6ae955baab71cf1b211b,1995.0,女,国际商务外语学院,英语笔译,2018,研究生
25fda88afbd831f8998dbc7855081c79,1997.0,女,公共管理学院,行政管理,2019,研究生
fb58c1278d80b1f5fd241335f02bff1b,1998.0,女,应用金融与行为科学学院,金融学,2020,研究生
f3698acb1cacfce2c91d412d1292d285,1997.0,女,金融学院,金融学,2020,研究生
c1f64279dc1922bb2ad93615ad58da59,1996.0,女,高等职业技术学院,财务管理,2019,本科生
b2c2f9da4d28a118b64652a68c308fb1,1999.0,男,财政税务学院,财政学类(含财政学和税收学),2017,本科生
cc0ab960939db89e1bbd3d3a60b21def,1991.0,女,研究生院,工商管理,2017,研究生
195bddc0b0245cc8851710d9ff94987e,1997.0,男,金融学院,金融,2020,研究生
0cd9bc90b1988bb9cfb7aa967d31df38,1996.0,女,会计学院,会计学,2020,本科生
e086f6464bebf1c4e18d583ed5563bb1,1997.0,女,金融学院,金融,2019,研究生
9be8aab480d7a85d4c46a12518210737,2001.0,女,财政税务学院,财政学类(含财政学和税收学),2019,本科生
5159e367e8e4f2ac159153f3c0bc9f33,2000.0,女,会计学院,会计学,2018,本科生
8e6e7fc27c03a885404496c2651a33f6,1995.0,女,财政税务学院,税务,2018,研究生
cb33e1cb1ecd904243cf980eeec9454d,1996.0,男,金融学院,金融学,2019,研究生
edcb10a268439162cb1857830977316c,1999.0,女,国际商学院,跨境教育,2018,本科生
1d861124c523806a11eb46f7bce10230,1999.0,女,会计学院,财务管理,2020,研究生
e2ee493fd08cd419340de0750d3fecc0,2001.0,女,国际商学院,跨境教育,2018,本科生
0717ba2123b28579395774dec22b0457,2002.0,女,会计学院,会计学(国际会计方向),2020,本科生
06b541a3aee1ef9d6efdc19e50ab14af,1996.0,女,高等职业技术学院,国际经济与贸易,2019,本科生
912400d150a7ee7a3785df53f98be6de,1997.0,女,法学院,法律(非法学),2020,研究生
bb2c7e58a97228c3d256fc891ae85bb5,1996.0,女,国际商务外语学院,英语笔译,2019,研究生
515a92c6341e57ca666e4635b77b5964,2000.0,女,数据科学与人工智能学院,数学与应用数学,2018,本科生
5e128a1f5be2965b001a39e247ce5094,2002.0,女,国际商学院,会计学,2019,本科生
7ff04f01fdf4393de499f71c1147ff49,2001.0,女,工商管理学院,物流管理,2020,本科生
0ab8aa1b746d06d7b41c9aae2a901e0a,1997.0,女,国际商务外语学院,英语笔译,2020,研究生
ae48ec4208fad911797d3f1eb60419a7,2000.0,男,国际商务外语学院,日语,2018,本科生
f870b3f63bd5caa501e7800a43f66ab2,1999.0,女,国际商学院,会计学(国际商学院专业),2017,本科生
b176bc26b1925bb8a1750ea7b8b1ce3c,1998.0,男,国际商务外语学院,日语,2016,本科生
0d92142d2834746dc3e4dcd2e0230532,1999.0,女,萨里国际学院,工商管理(跨国公司),2017,本科生
eca540b525396f5647ec4113e3c05f0a,1998.0,男,高等职业技术学院,国际经济与贸易,2020,本科生
fae1aa8f6edad1180274c325d1fd4ffb,2000.0,女,国际商学院,会计学(国际商学院专业),2018,本科生
1d6ffbe5335e58dffaa718551afd90c9,1991.0,女,其他,财务处,2019,教工
e7e2fcee6ddf1b6cf984a6517f79fabc,1997.0,女,国际商学院,金融,2020,研究生
57569bf5a8ff2dc584f3350184dcec06,1983.0,男,党委学生工作部,,2011,教工
4d0d937e1d8f6208cf59e80ad17f4116,1992.0,女,应用金融与行为科学学院,会计学(注册会计师方向),2019,研究生
4d7ff79ad42cb4d36ee20b515380bc2d,1997.0,女,经济与社会发展研究院,财政学,2020,研究生
596d920149992b75bf47784fb3b93c17,2001.0,女,会计学院,会计学(国际会计方向),2019,本科生
9ffc5609fee4400ebf914897b360a0aa,2002.0,女,国际商学院,金融学(与英国奥斯特大学合作办学项目),2020,本科生
dc930acb9d9b31d5ee46e07365bb5ea6,2001.0,男,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2019,本科生
1081092129ee1d740fb1821060bb9686,2001.0,男,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2020,本科生
6bf5a5a942c578adb465ca333ae34b9e,1994.0,女,法学院,法律(非法学),2019,研究生
47595b1a4f25dd58e54923c3ebae6fd9,2000.0,女,工商管理学院,工商管理类(含工商管理、市场营销和人力资源管理),2019,本科生
f328137252ce243e03d500c4c1a46edc,2000.0,女,人文与传播学院,新闻学,2018,本科生
7667dc483905d7d8a5b633683bff42b3,1999.0,女,管理科学与工程学院,电子商务,2017,本科生
b351ac765abf9a7ff5c746855683d958,1980.0,女,研究生院,工商管理,2017,研究生
4f3127850ca7e5c32659c1fd893cb263,1995.0,女,法学院,经济法学,2018,研究生
1921606a399e9708e90ae237a4a0fe43,2001.0,女,会计学院,会计学(国际会计方向),2019,本科生
82b087a7406a918faf9df6196b8f7a6b,1992.0,女,组织部,,2019,教工
eea48a6f610b54cad60c7fd2a725fdcf,1998.0,女,会计学院,财务管理,2020,研究生
27da757893a425c3ed434e3adb14696d,1997.0,女,国际商学院,会计学,2020,研究生
ab8abe361c333af6c177847f2ef37dee,1996.0,女,财政税务学院,财政学,2017,研究生
cf26d24e5911d8bad0fbb04051128017,1996.0,女,统计学院,应用统计,2018,研究生
b6779e24b64dad020ccdc498f53a5a8b,1987.0,男,会计学院,会计学,2017,研究生
48a4d26f8ff3942a84ac85958125d545,1996.0,女,管理科学与工程学院,管理科学与工程,2019,研究生
b84981e21b23402a6631f81266082559,2001.0,女,管理科学与工程学院,电子商务,2019,本科生
3a6d8a3338a4d6f0195e21c2fa07a979,1996.0,女,人文与传播学院,新闻与传播,2019,研究生
7d37d856f181830c70da68bd3da0531c,1996.0,男,金融学院,金融,2019,研究生
a7ceeceff7d388e2740c2732c372a08f,1996.0,男,金融学院,金融,2019,研究生
05bd01d19197d68d4de1ebfeee2b7650,1997.0,女,高等职业技术学院,信息管理与信息系统,2018,本科生
c9942d8ff09d0c7490f605cd8f33f3d5,1993.0,女,研究生院,会计学,2018,研究生
92a5da148c749fef6b8864d35388a51b,2000.0,女,金融学院,金融学类(含金融学、金融工程、保险学和投资学),2018,本科生
1dface89fb1e58a5fa3d3410c236a88b,1998.0,女,金融学院,金融,2020,研究生
4d063958abf4c240ec238cab9073ab4c,1997.0,女,会计学院,会计学,2020,本科生
e9260d403364adf1b5171d5e7cfc08bc,1967.0,男,研究生院,,2004,教师
fbfb513b8ecf1077889f32c8a93eea0c,1996.0,女,会计学院,审计,2019,研究生
